Year,EventName,DriverNumber,Abbreviation,TeamName,GridPos,QualiPos,FinishPos,DidFinish,Top3,Top5,Top10,EventDate
2025,Australian Grand Prix,5,BOR,Kick Sauber,15.0,15.0,16,0,0,0,0,2025-03-16
2025,Australian Grand Prix,14,ALO,Aston Martin,12.0,12.0,17,0,0,0,0,2025-03-16
2025,Australian Grand Prix,55,SAI,Williams,10.0,10.0,18,0,0,0,0,2025-03-16
2025,Australian Grand Prix,7,DOO,Alpine,14.0,14.0,19,0,0,0,0,2025-03-16
2025,Australian Grand Prix,6,HAD,Racing Bulls,11.0,11.0,20,0,0,0,0,2025-03-16
2025,Chinese Grand Prix,81,PIA,McLaren,1.0,1.0,1,1,1,1,1,2025-03-23
2025,Chinese Grand Prix,4,NOR,McLaren,3.0,3.0,2,1,1,1,1,2025-03-23
2025,Chinese Grand Prix,63,RUS,Mercedes,2.0,2.0,3,1,1,1,1,2025-03-23
2025,Chinese Grand Prix,1,VER,Red Bull Racing,4.0,4.0,4,1,0,1,1,2025-03-23
2025,Chinese Grand Prix,31,OCO,Haas F1 Team,11.0,11.0,5,1,0,1,1,2025-03-23
2025,Chinese Grand Prix,12,ANT,Mercedes,8.0,8.0,6,1,0,0,1,2025-03-23
2025,Chinese Grand Prix,23,ALB,Williams,10.0,10.0,7,1,0,0,1,2025-03-23
2025,Chinese Grand Prix,87,BEA,Haas F1 Team,17.0,17.0,8,1,0,0,1,2025-03-23
2025,Chinese Grand Prix,18,STR,Aston Martin,14.0,14.0,9,1,0,0,1,2025-03-23
2025,Chinese Grand Prix,55,SAI,Williams,15.0,15.0,10,1,0,0,1,2025-03-23
2025,Chinese Grand Prix,6,HAD,Racing Bulls,7.0,7.0,11,1,0,0,0,2025-03-23
2025,Chinese Grand Prix,30,LAW,Red Bull Racing,20.0,20.0,12,1,0,0,0,2025-03-23
2025,Chinese Grand Prix,7,DOO,Alpine,18.0,18.0,13,1,0,0,0,2025-03-23
2025,Chinese Grand Prix,5,BOR,Kick Sauber,19.0,19.0,14,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,27,HUL,Kick Sauber,12.0,12.0,15,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,22,TSU,Racing Bulls,9.0,9.0,16,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,14,ALO,Aston Martin,13.0,13.0,17,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,16,LEC,Ferrari,6.0,6.0,18,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,44,HAM,Ferrari,5.0,5.0,19,0,0,0,0,2025-03-23
2025,Chinese Grand Prix,10,GAS,Alpine,16.0,16.0,20,0,0,0,0,2025-03-23
2025,Japanese Grand Prix,1,VER,Red Bull Racing,1.0,1.0,1,1,1,1,1,2025-04-06
2025,Japanese Grand Prix,4,NOR,McLaren,2.0,2.0,2,1,1,1,1,2025-04-06
2025,Japanese Grand Prix,81,PIA,McLaren,3.0,3.0,3,1,1,1,1,2025-04-06
2025,Japanese Grand Prix,16,LEC,Ferrari,4.0,4.0,4,1,0,1,1,2025-04-06
2025,Japanese Grand Prix,63,RUS,Mercedes,5.0,5.0,5,1,0,1,1,2025-04-06
2025,Japanese Grand Prix,12,ANT,Mercedes,6.0,6.0,6,1,0,0,1,2025-04-06
2025,Japanese Grand Prix,44,HAM,Ferrari,8.0,8.0,7,1,0,0,1,2025-04-06
2025,Japanese Grand Prix,6,HAD,Racing Bulls,7.0,7.0,8,1,0,0,1,2025-04-06
2025,Japanese Grand Prix,23,ALB,Williams,9.0,9.0,9,1,0,0,1,2025-04-06
2025,Japanese Grand Prix,87,BEA,Haas F1 Team,10.0,10.0,10,1,0,0,1,2025-04-06
2025,Japanese Grand Prix,14,ALO,Aston Martin,12.0,13.0,11,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,22,TSU,Red Bull Racing,14.0,15.0,12,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,10,GAS,Alpine,11.0,11.0,13,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,55,SAI,Williams,15.0,12.0,14,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,7,DOO,Alpine,19.0,19.0,15,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,27,HUL,Kick Sauber,16.0,16.0,16,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,30,LAW,Racing Bulls,13.0,14.0,17,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,31,OCO,Haas F1 Team,18.0,18.0,18,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,5,BOR,Kick Sauber,17.0,17.0,19,1,0,0,0,2025-04-06
2025,Japanese Grand Prix,18,STR,Aston Martin,20.0,20.0,20,0,0,0,0,2025-04-06
2025,Bahrain Grand Prix,81,PIA,McLaren,1.0,1.0,1,1,1,1,1,2025-04-13
2025,Bahrain Grand Prix,63,RUS,Mercedes,3.0,2.0,2,1,1,1,1,2025-04-13
2025,Bahrain Grand Prix,4,NOR,McLaren,6.0,6.0,3,1,1,1,1,2025-04-13
2025,Bahrain Grand Prix,16,LEC,Ferrari,2.0,3.0,4,1,0,1,1,2025-04-13
2025,Bahrain Grand Prix,44,HAM,Ferrari,9.0,9.0,5,1,0,1,1,2025-04-13
2025,Bahrain Grand Prix,1,VER,Red Bull Racing,7.0,7.0,6,1,0,0,1,2025-04-13
2025,Bahrain Grand Prix,10,GAS,Alpine,4.0,5.0,7,1,0,0,1,2025-04-13
2025,Bahrain Grand Prix,31,OCO,Haas F1 Team,14.0,14.0,8,1,0,0,1,2025-04-13
2025,Bahrain Grand Prix,22,TSU,Red Bull Racing,10.0,10.0,9,1,0,0,1,2025-04-13
2025,Bahrain Grand Prix,87,BEA,Haas F1 Team,20.0,20.0,10,1,0,0,1,2025-04-13
2025,Bahrain Grand Prix,12,ANT,Mercedes,5.0,4.0,11,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,23,ALB,Williams,15.0,15.0,12,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,6,HAD,Racing Bulls,12.0,12.0,13,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,7,DOO,Alpine,11.0,11.0,14,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,14,ALO,Aston Martin,13.0,13.0,15,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,30,LAW,Racing Bulls,17.0,17.0,16,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,18,STR,Aston Martin,19.0,19.0,17,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,5,BOR,Kick Sauber,18.0,18.0,18,1,0,0,0,2025-04-13
2025,Bahrain Grand Prix,55,SAI,Williams,8.0,8.0,19,0,0,0,0,2025-04-13
2025,Bahrain Grand Prix,27,HUL,Kick Sauber,16.0,16.0,20,0,0,0,0,2025-04-13
2025,Saudi Arabian Grand Prix,81,PIA,McLaren,2.0,2.0,1,1,1,1,1,2025-04-20
2025,Saudi Arabian Grand Prix,1,VER,Red Bull Racing,1.0,1.0,2,1,1,1,1,2025-04-20
2025,Saudi Arabian Grand Prix,16,LEC,Ferrari,4.0,4.0,3,1,1,1,1,2025-04-20
2025,Saudi Arabian Grand Prix,4,NOR,McLaren,10.0,10.0,4,1,0,1,1,2025-04-20
2025,Saudi Arabian Grand Prix,63,RUS,Mercedes,3.0,3.0,5,1,0,1,1,2025-04-20
2025,Saudi Arabian Grand Prix,12,ANT,Mercedes,5.0,5.0,6,1,0,0,1,2025-04-20
2025,Saudi Arabian Grand Prix,44,HAM,Ferrari,7.0,7.0,7,1,0,0,1,2025-04-20
2025,Saudi Arabian Grand Prix,55,SAI,Williams,6.0,6.0,8,1,0,0,1,2025-04-20
2025,Saudi Arabian Grand Prix,23,ALB,Williams,11.0,11.0,9,1,0,0,1,2025-04-20
2025,Saudi Arabian Grand Prix,6,HAD,Racing Bulls,14.0,14.0,10,1,0,0,1,2025-04-20
2025,Saudi Arabian Grand Prix,14,ALO,Aston Martin,13.0,13.0,11,1,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,30,LAW,Racing Bulls,12.0,12.0,12,1,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,87,BEA,Haas F1 Team,15.0,15.0,13,1,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,31,OCO,Haas F1 Team,19.0,19.0,14,1,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,27,HUL,Kick Sauber,18.0,18.0,15,0,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,18,STR,Aston Martin,16.0,16.0,16,0,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,7,DOO,Alpine,17.0,17.0,17,0,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,5,BOR,Kick Sauber,20.0,20.0,18,0,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,22,TSU,Red Bull Racing,8.0,8.0,19,0,0,0,0,2025-04-20
2025,Saudi Arabian Grand Prix,10,GAS,Alpine,9.0,9.0,20,0,0,0,0,2025-04-20
2025,Miami Grand Prix,81,PIA,McLaren,4.0,4.0,1,1,1,1,1,2025-05-04
2025,Miami Grand Prix,4,NOR,McLaren,2.0,2.0,2,1,1,1,1,2025-05-04
2025,Miami Grand Prix,63,RUS,Mercedes,5.0,5.0,3,1,1,1,1,2025-05-04
2025,Miami Grand Prix,1,VER,Red Bull Racing,1.0,1.0,4,1,0,1,1,2025-05-04
2025,Miami Grand Prix,23,ALB,Williams,7.0,7.0,5,1,0,1,1,2025-05-04
2025,Miami Grand Prix,12,ANT,Mercedes,3.0,3.0,6,1,0,0,1,2025-05-04
2025,Miami Grand Prix,16,LEC,Ferrari,8.0,8.0,7,1,0,0,1,2025-05-04
2025,Miami Grand Prix,44,HAM,Ferrari,12.0,12.0,8,1,0,0,1,2025-05-04
2025,Miami Grand Prix,55,SAI,Williams,6.0,6.0,9,1,0,0,1,2025-05-04
2025,Miami Grand Prix,22,TSU,Red Bull Racing,10.0,10.0,10,1,0,0,1,2025-05-04
2025,Miami Grand Prix,6,HAD,Racing Bulls,11.0,11.0,11,1,0,0,0,2025-05-04
2025,Miami Grand Prix,31,OCO,Haas F1 Team,9.0,9.0,12,1,0,0,0,2025-05-04
2025,Miami Grand Prix,10,GAS,Alpine,20.0,18.0,13,1,0,0,0,2025-05-04
2025,Miami Grand Prix,27,HUL,Kick Sauber,16.0,16.0,14,0,0,0,0,2025-05-04
2025,Miami Grand Prix,14,ALO,Aston Martin,17.0,17.0,15,0,0,0,0,2025-05-04
2025,Miami Grand Prix,18,STR,Aston Martin,18.0,19.0,16,0,0,0,0,2025-05-04
2025,Miami Grand Prix,30,LAW,Racing Bulls,15.0,15.0,17,0,0,0,0,2025-05-04
2025,Miami Grand Prix,5,BOR,Kick Sauber,13.0,13.0,18,0,0,0,0,2025-05-04
2025,Miami Grand Prix,87,BEA,Haas F1 Team,19.0,20.0,19,0,0,0,0,2025-05-04
2025,Miami Grand Prix,7,DOO,Alpine,14.0,14.0,20,0,0,0,0,2025-05-04
2025,Emilia Romagna Grand Prix,1,VER,Red Bull Racing,2.0,2.0,1,1,1,1,1,2025-05-18
2025,Emilia Romagna Grand Prix,4,NOR,McLaren,4.0,4.0,2,1,1,1,1,2025-05-18
2025,Emilia Romagna Grand Prix,81,PIA,McLaren,1.0,1.0,3,1,1,1,1,2025-05-18
2025,Emilia Romagna Grand Prix,44,HAM,Ferrari,12.0,12.0,4,1,0,1,1,2025-05-18
2025,Emilia Romagna Grand Prix,23,ALB,Williams,7.0,7.0,5,1,0,1,1,2025-05-18
2025,Emilia Romagna Grand Prix,16,LEC,Ferrari,11.0,11.0,6,1,0,0,1,2025-05-18
2025,Emilia Romagna Grand Prix,63,RUS,Mercedes,3.0,3.0,7,1,0,0,1,2025-05-18
2025,Emilia Romagna Grand Prix,55,SAI,Williams,6.0,6.0,8,1,0,0,1,2025-05-18
2025,Emilia Romagna Grand Prix,6,HAD,Racing Bulls,9.0,9.0,9,1,0,0,1,2025-05-18
2025,Emilia Romagna Grand Prix,22,TSU,Red Bull Racing,20.0,20.0,10,1,0,0,1,2025-05-18
2025,Emilia Romagna Grand Prix,14,ALO,Aston Martin,5.0,5.0,11,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,27,HUL,Kick Sauber,17.0,17.0,12,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,10,GAS,Alpine,10.0,10.0,13,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,30,LAW,Racing Bulls,15.0,16.0,14,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,18,STR,Aston Martin,8.0,8.0,15,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,43,COL,Alpine,16.0,15.0,16,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,87,BEA,Haas F1 Team,19.0,19.0,17,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,5,BOR,Kick Sauber,14.0,14.0,18,1,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,12,ANT,Mercedes,13.0,13.0,19,0,0,0,0,2025-05-18
2025,Emilia Romagna Grand Prix,31,OCO,Haas F1 Team,18.0,18.0,20,0,0,0,0,2025-05-18
2025,Monaco Grand Prix,4,NOR,McLaren,1.0,1.0,1,1,1,1,1,2025-05-25
2025,Monaco Grand Prix,16,LEC,Ferrari,2.0,2.0,2,1,1,1,1,2025-05-25
2025,Monaco Grand Prix,81,PIA,McLaren,3.0,3.0,3,1,1,1,1,2025-05-25
2025,Monaco Grand Prix,1,VER,Red Bull Racing,4.0,5.0,4,1,0,1,1,2025-05-25
2025,Monaco Grand Prix,44,HAM,Ferrari,7.0,4.0,5,1,0,1,1,2025-05-25
2025,Monaco Grand Prix,6,HAD,Racing Bulls,5.0,6.0,6,0,0,0,1,2025-05-25
2025,Monaco Grand Prix,31,OCO,Haas F1 Team,8.0,8.0,7,0,0,0,1,2025-05-25
2025,Monaco Grand Prix,30,LAW,Racing Bulls,9.0,9.0,8,0,0,0,1,2025-05-25
2025,Monaco Grand Prix,23,ALB,Williams,10.0,10.0,9,0,0,0,1,2025-05-25
2025,Monaco Grand Prix,55,SAI,Williams,11.0,11.0,10,0,0,0,1,2025-05-25
2025,Monaco Grand Prix,63,RUS,Mercedes,14.0,14.0,11,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,87,BEA,Haas F1 Team,20.0,17.0,12,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,43,COL,Alpine,18.0,20.0,13,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,5,BOR,Kick Sauber,16.0,16.0,14,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,18,STR,Aston Martin,19.0,19.0,15,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,27,HUL,Kick Sauber,13.0,13.0,16,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,22,TSU,Red Bull Racing,12.0,12.0,17,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,12,ANT,Mercedes,15.0,15.0,18,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,14,ALO,Aston Martin,6.0,7.0,19,0,0,0,0,2025-05-25
2025,Monaco Grand Prix,10,GAS,Alpine,17.0,18.0,20,0,0,0,0,2025-05-25
2025,Spanish Grand Prix,81,PIA,McLaren,1.0,1.0,1,1,1,1,1,2025-06-01
2025,Spanish Grand Prix,4,NOR,McLaren,2.0,2.0,2,1,1,1,1,2025-06-01
2025,Spanish Grand Prix,16,LEC,Ferrari,7.0,7.0,3,1,1,1,1,2025-06-01
2025,Spanish Grand Prix,63,RUS,Mercedes,4.0,4.0,4,1,0,1,1,2025-06-01
2025,Spanish Grand Prix,27,HUL,Kick Sauber,15.0,16.0,5,1,0,1,1,2025-06-01
2025,Spanish Grand Prix,44,HAM,Ferrari,5.0,5.0,6,1,0,0,1,2025-06-01
2025,Spanish Grand Prix,6,HAD,Racing Bulls,9.0,9.0,7,1,0,0,1,2025-06-01
2025,Spanish Grand Prix,10,GAS,Alpine,8.0,8.0,8,1,0,0,1,2025-06-01
2025,Spanish Grand Prix,14,ALO,Aston Martin,10.0,10.0,9,1,0,0,1,2025-06-01
2025,Spanish Grand Prix,1,VER,Red Bull Racing,3.0,3.0,10,1,0,0,1,2025-06-01
2025,Spanish Grand Prix,30,LAW,Racing Bulls,13.0,13.0,11,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,5,BOR,Kick Sauber,12.0,12.0,12,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,22,TSU,Red Bull Racing,19.0,20.0,13,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,55,SAI,Williams,17.0,18.0,14,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,43,COL,Alpine,18.0,19.0,15,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,31,OCO,Haas F1 Team,16.0,17.0,16,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,87,BEA,Haas F1 Team,14.0,15.0,17,1,0,0,0,2025-06-01
2025,Spanish Grand Prix,12,ANT,Mercedes,6.0,6.0,18,0,0,0,0,2025-06-01
2025,Spanish Grand Prix,23,ALB,Williams,11.0,11.0,19,0,0,0,0,2025-06-01
2025,Canadian Grand Prix,63,RUS,Mercedes,1.0,1.0,1,1,1,1,1,2025-06-15
2025,Canadian Grand Prix,1,VER,Red Bull Racing,2.0,2.0,2,1,1,1,1,2025-06-15
2025,Canadian Grand Prix,12,ANT,Mercedes,4.0,4.0,3,1,1,1,1,2025-06-15
2025,Canadian Grand Prix,81,PIA,McLaren,3.0,3.0,4,1,0,1,1,2025-06-15
2025,Canadian Grand Prix,16,LEC,Ferrari,8.0,8.0,5,1,0,1,1,2025-06-15
2025,Canadian Grand Prix,44,HAM,Ferrari,5.0,5.0,6,1,0,0,1,2025-06-15
2025,Canadian Grand Prix,14,ALO,Aston Martin,6.0,6.0,7,1,0,0,1,2025-06-15
2025,Canadian Grand Prix,27,HUL,Kick Sauber,11.0,13.0,8,1,0,0,1,2025-06-15
2025,Canadian Grand Prix,31,OCO,Haas F1 Team,14.0,15.0,9,0,0,0,1,2025-06-15
2025,Canadian Grand Prix,55,SAI,Williams,16.0,17.0,10,0,0,0,1,2025-06-15
2025,Canadian Grand Prix,87,BEA,Haas F1 Team,13.0,14.0,11,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,22,TSU,Red Bull Racing,18.0,11.0,12,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,43,COL,Alpine,10.0,12.0,13,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,5,BOR,Kick Sauber,15.0,16.0,14,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,10,GAS,Alpine,20.0,20.0,15,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,6,HAD,Racing Bulls,12.0,9.0,16,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,18,STR,Aston Martin,17.0,18.0,17,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,4,NOR,McLaren,7.0,7.0,18,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,30,LAW,Racing Bulls,19.0,19.0,19,0,0,0,0,2025-06-15
2025,Canadian Grand Prix,23,ALB,Williams,9.0,10.0,20,0,0,0,0,2025-06-15
2025,Austrian Grand Prix,4,NOR,McLaren,1.0,1.0,1,1,1,1,1,2025-06-29
2025,Austrian Grand Prix,81,PIA,McLaren,3.0,3.0,2,1,1,1,1,2025-06-29
2025,Austrian Grand Prix,16,LEC,Ferrari,2.0,2.0,3,1,1,1,1,2025-06-29
2025,Austrian Grand Prix,44,HAM,Ferrari,4.0,4.0,4,1,0,1,1,2025-06-29
2025,Austrian Grand Prix,63,RUS,Mercedes,5.0,5.0,5,1,0,1,1,2025-06-29
2025,Austrian Grand Prix,30,LAW,Racing Bulls,6.0,6.0,6,1,0,0,1,2025-06-29
2025,Austrian Grand Prix,14,ALO,Aston Martin,11.0,11.0,7,0,0,0,1,2025-06-29
2025,Austrian Grand Prix,5,BOR,Kick Sauber,8.0,8.0,8,0,0,0,1,2025-06-29
2025,Austrian Grand Prix,27,HUL,Kick Sauber,20.0,20.0,9,0,0,0,1,2025-06-29
2025,Austrian Grand Prix,31,OCO,Haas F1 Team,17.0,17.0,10,0,0,0,1,2025-06-29
2025,Austrian Grand Prix,87,BEA,Haas F1 Team,15.0,15.0,11,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,6,HAD,Racing Bulls,13.0,13.0,12,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,10,GAS,Alpine,10.0,10.0,13,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,18,STR,Aston Martin,16.0,16.0,14,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,43,COL,Alpine,14.0,14.0,15,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,22,TSU,Red Bull Racing,18.0,18.0,16,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,23,ALB,Williams,12.0,12.0,17,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,1,VER,Red Bull Racing,7.0,7.0,18,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,12,ANT,Mercedes,9.0,9.0,19,0,0,0,0,2025-06-29
2025,Austrian Grand Prix,55,SAI,Williams,19.0,19.0,20,0,0,0,0,2025-06-29
2025,British Grand Prix,4,NOR,McLaren,3.0,3.0,1,1,1,1,1,2025-07-06
2025,British Grand Prix,81,PIA,McLaren,2.0,2.0,2,1,1,1,1,2025-07-06
2025,British Grand Prix,27,HUL,Kick Sauber,19.0,19.0,3,1,1,1,1,2025-07-06
2025,British Grand Prix,44,HAM,Ferrari,5.0,5.0,4,1,0,1,1,2025-07-06
2025,British Grand Prix,1,VER,Red Bull Racing,1.0,1.0,5,1,0,1,1,2025-07-06
2025,British Grand Prix,10,GAS,Alpine,8.0,10.0,6,1,0,0,1,2025-07-06
2025,British Grand Prix,18,STR,Aston Martin,17.0,18.0,7,1,0,0,1,2025-07-06
2025,British Grand Prix,23,ALB,Williams,13.0,14.0,8,1,0,0,1,2025-07-06
2025,British Grand Prix,14,ALO,Aston Martin,7.0,9.0,9,1,0,0,1,2025-07-06
2025,British Grand Prix,63,RUS,Mercedes,4.0,4.0,10,1,0,0,1,2025-07-06
2025,British Grand Prix,87,BEA,Haas F1 Team,18.0,8.0,11,1,0,0,0,2025-07-06
2025,British Grand Prix,55,SAI,Williams,9.0,11.0,12,1,0,0,0,2025-07-06
2025,British Grand Prix,31,OCO,Haas F1 Team,14.0,15.0,13,1,0,0,0,2025-07-06
2025,British Grand Prix,16,LEC,Ferrari,6.0,6.0,14,1,0,0,0,2025-07-06
2025,British Grand Prix,22,TSU,Red Bull Racing,11.0,12.0,15,0,0,0,0,2025-07-06
2025,British Grand Prix,12,ANT,Mercedes,10.0,7.0,16,0,0,0,0,2025-07-06
2025,British Grand Prix,6,HAD,Racing Bulls,12.0,13.0,17,0,0,0,0,2025-07-06
2025,British Grand Prix,5,BOR,Kick Sauber,16.0,17.0,18,0,0,0,0,2025-07-06
2025,British Grand Prix,30,LAW,Racing Bulls,15.0,16.0,19,0,0,0,0,2025-07-06
2025,British Grand Prix,43,COL,Alpine,20.0,20.0,20,0,0,0,0,2025-07-06
2025,Belgian Grand Prix,81,PIA,McLaren,2.0,2.0,1,1,1,1,1,2025-07-27
2025,Belgian Grand Prix,4,NOR,McLaren,1.0,1.0,2,1,1,1,1,2025-07-27
2025,Belgian Grand Prix,16,LEC,Ferrari,3.0,3.0,3,1,1,1,1,2025-07-27
2025,Belgian Grand Prix,1,VER,Red Bull Racing,4.0,4.0,4,1,0,1,1,2025-07-27
2025,Belgian Grand Prix,63,RUS,Mercedes,6.0,6.0,5,1,0,1,1,2025-07-27
2025,Belgian Grand Prix,23,ALB,Williams,5.0,5.0,6,1,0,0,1,2025-07-27
2025,Belgian Grand Prix,44,HAM,Ferrari,18.0,16.0,7,1,0,0,1,2025-07-27
2025,Belgian Grand Prix,30,LAW,Racing Bulls,9.0,9.0,8,1,0,0,1,2025-07-27
